"Strain","Uptake_Reactions","Secretion_Reactions","Total_Exchanged"
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_13_E_05",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_14_E_05",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_15_H_03",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_17_H_06",65,40,105
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_18_H_07",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_19_F_03",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_20_H_06",61,39,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_21_H_10",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_22_H_04",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_23_F_01",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_24_H_04",65,39,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_26_F_98",64,39,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_27_O_98",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_28_O_08",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_29_O_08",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_30_H_04",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_31_H_09",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_32_A_00",64,42,106
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_33_A_05",64,40,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_34_H_09",65,40,105
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_35_H_08",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_36_H_00",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_37_F_02",66,41,107
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_38_O_03",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_39_O_03",66,40,106
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_40_E_08",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_41_E_09",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_42_E_09",63,38,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_43_E_09",61,39,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_45_E_09",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_46_E_09",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_48_E_08",64,40,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_49_E_09",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_50_E_08",60,37,97
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_51_E_09",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_52_F_08",60,37,97
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_53_F_08",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_54_O_08",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_55_U_08",65,40,105
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_56_O_08",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_57_A_08",60,39,99
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_58_E_08",62,38,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_59_F_08",62,38,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_60_O_08",64,39,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_61_O_08",65,40,105
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_62_H_72",61,39,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_63_H_87",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_64_H_00",60,39,99
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_65_H_72",65,39,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_66_F_99",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_67_H_09",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_68_U_05",61,39,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_69_H_06",64,39,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_70_E_05",62,39,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_71_E_05",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_72_A_52",64,37,101
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_73_H_09",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_SH08SF124",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_SH10GFN094",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_SH11G1113",62,38,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Anatum_str_06_0532",69,43,112
"Salmonella_enterica_subsp_enterica_serovar_Bareilly_str_06_0784",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Bareilly_str_07_0873",62,41,103
"Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str_A50",60,36,96
"Salmonella_enterica_subsp_enterica_serovar_Dublin_str_3246",64,33,97
"Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853",71,45,116
"Salmonella_enterica_subsp_enterica_serovar_Dublin_str_HWS51",63,33,96
"Salmonella_enterica_subsp_enterica_serovar_Dublin_str_SL1438",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Dublin_str_UC16",70,42,112
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_08_0128",53,18,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_08_0627",46,21,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_13_1",65,42,107
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_17927",66,40,106
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_18569",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_20037",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_2010K_0669",49,19,68
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_2010K_2599",48,16,64
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_2010_1237",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_22510_1",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_33944",58,34,92
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_485549_17",47,20,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_50_3079",48,21,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_53_407",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_543463_22_17",55,18,73
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_543463_40_18",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_543463_42_20",54,16,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_561362_1_1",49,19,68
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_561362_9_7",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_576709",60,39,99
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_58_6482",49,21,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_596866_22",51,22,73
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_596866_70",49,18,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607307_2",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607307_6",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607308_16",50,20,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607308_19",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607308_9",50,19,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_622731_39",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_629163",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_629164_26",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_629164_37",50,24,74
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_62_1976",53,18,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_635290_58",50,19,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_638970_15",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_639016_6",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_639672_46",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_639672_50",47,18,65
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_640631",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642044_4_1",49,21,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642044_8_1",48,21,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642046_4_7",57,40,97
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648898_4_5",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648899_3_17",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648900_1_16",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_16_16",48,21,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_1_17",48,21,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_39_2",47,19,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_6_18",48,21,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648902_6_8",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648903_1_6",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648904_3_6",65,40,105
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648905_5_18",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_653049_13_19",64,40,104
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_77_0424",52,18,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_77_1427",52,21,73
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_77_2659",53,18,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_78_1757",52,21,73
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_81_2625",45,18,63
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_8b_1",62,41,103
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0895",50,19,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0899",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0956",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0968",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1010",50,17,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1018",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1441",49,18,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1444",47,18,65
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1445",47,20,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1455",48,18,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1457",49,18,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1543",47,20,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1558",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1559",47,20,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1565",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1566",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1575",50,17,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1580",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1594",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1725",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1729",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1745",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1747",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1791",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1795",51,20,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1808",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1810",50,19,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1811",46,20,66
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1882",49,20,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1884",52,19,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CHS4",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CHS44",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_56_3991",51,18,69
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_69_4941",49,22,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_76_3618",53,18,71
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_81_2490",50,17,67
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_N202",53,17,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_LA5",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_P125109",51,19,70
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_PT23",60,40,100
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SARB17",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SE10",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SE15_1",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SE8a",62,41,103
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SL909",61,40,101
"Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SL913",61,40,101
"Salmonella_enterica_subsp_enterica_serovar_Gallinarum_pullorum_str_RKS5078",52,18,70
"Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91",66,43,109
"Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_9",51,18,69
"Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_9184",67,42,109
"Salmonella_enterica_subsp_enterica_serovar_Hadar_str_2011K_0112",70,44,114
"Salmonella_enterica_subsp_enterica_serovar_Hadar_str_2012K_0272",67,41,108
"Salmonella_enterica_subsp_enterica_serovar_Hadar_str_RI_05P066",59,36,95
"Salmonella_enterica_subsp_enterica_serovar_Hartford_str_06_0676",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Hartford_str_2012K_0272",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41563",66,43,109
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41565",66,43,109
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41566",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41573",66,42,108
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41579",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_B182",67,42,109
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_CFSAN00322",50,20,70
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_CFSAN00325",52,17,69
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_CFSAN00326",49,18,67
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_CFSAN00328",49,20,69
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476",66,43,109
"Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL486",61,37,98
"Salmonella_enterica_subsp_enterica_serovar_Infantis_str_SARB27",68,47,115
"Salmonella_enterica_subsp_enterica_serovar_Javiana_str_CFSAN001992",50,22,72
"Salmonella_enterica_subsp_enterica_serovar_Javiana_str_GA_MM04042433",51,20,71
"Salmonella_enterica_subsp_enterica_serovar_Kentucky_str_CDC_191",59,35,94
"Salmonella_enterica_subsp_enterica_serovar_Kentucky_str_CVM29188",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Mbandaka_str_2009K_0807",67,42,109
"Salmonella_enterica_subsp_enterica_serovar_Mississippi_str_2010K_1406",64,40,104
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_19N",66,44,110
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_29N",62,42,104
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_366867",70,42,112
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_413180",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_414877",68,43,111
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_42N",66,42,108
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_4441_H",64,42,106
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_531954",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_556152",67,40,107
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_609460",67,42,109
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_80959_06",54,23,77
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_ATCC_BAA710",49,18,67
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035278",52,21,73
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035318",56,20,76
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035320",51,20,71
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035321",54,20,74
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035327",53,23,76
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_IA_2010008286",52,21,73
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_LQC_10",63,44,107
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB30",64,43,107
"Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB31",63,42,105
"Salmonella_enterica_subsp_enterica_serovar_Muenchen_str_08_1125",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Muenchen_str_2009K_0951",49,23,72
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19443",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19447",68,42,110
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19449",69,43,112
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19470",72,43,115
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19536",66,41,107
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19567",68,42,110
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19593",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21538",68,39,107
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21539",68,42,110
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21550",66,40,106
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21554",47,17,64
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21559",70,42,112
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_22425",65,39,104
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_22513",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_33953",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35185",69,43,112
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35188",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35199",70,42,112
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35202",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_37978",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_4176",69,43,112
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N1543",68,43,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N18486",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_Henan_3",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_JS09102",68,41,109
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_Levine_1",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_Levine_15",68,41,109
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_SH111077",71,43,114
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254",71,43,114
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL317",67,42,109
"Salmonella_enterica_subsp_enterica_serovar_Newport_str_Shandong_3",69,42,111
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_AKU_12601",52,18,70
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150",62,37,99
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GXS2268",50,18,68
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GZ9A00052",49,14,63
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_JX05_19",52,16,68
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ZJ98_53",48,17,65
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7",71,44,115
"Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain",71,43,114
"Salmonella_enterica_subsp_enterica_serovar_Pomona_str_ATCC_10729",66,46,112
"Salmonella_enterica_subsp_enterica_serovar_Poona_str_2010K_2244",62,43,105
"Salmonella_enterica_subsp_enterica_serovar_Saintpaul_str_SARA23",67,44,111
"Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633",51,25,76
"Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_SL480",49,24,73
"Salmonella_enterica_subsp_enterica_serovar_Senftenberg_str_SS209",63,42,105
"Salmonella_enterica_subsp_enterica_serovar_Stanley_str_06_0538",69,43,112
"Salmonella_enterica_subsp_enterica_serovar_Tennessee_str_CDC07_0191",47,18,65
"Salmonella_enterica_subsp_enterica_serovar_Thompson_str_2010K_1863",53,16,69
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_BL196",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CR0044",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18",64,40,104
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_E98_3139",50,18,68
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_P_stx_12",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_ST0208",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty2",62,42,104
"Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty21a",62,40,102
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_ATCC_14028",49,16,65
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_14028S",60,39,99
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_4_74",51,20,71
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580",62,41,103
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_SL1344",65,42,107
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_ST1660_06",52,25,77
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm1",63,42,105
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm10",64,43,107
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm11",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm12",64,43,107
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm2",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm3",63,41,104
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm4",64,41,105
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm6",59,39,98
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm8",64,43,107
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm9",62,42,104
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_T000240",50,23,73
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_TN061786",59,33,92
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_U288",65,41,106
"Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_UK_1",60,39,99
"Salmonella_enterica_subsp_enterica_serovar_Virchow_str_SL491",70,43,113
"Salmonella_enterica_subsp_enterica_serovar_Weltevreden_str_2007_60_3289_1",51,22,73
"Salmonella_enterica_subsp_houtenae_serovar_16_z4_z32_str_RKS3027",50,18,68
"Salmonella_enterica_subsp_houtenae_str_ATCC_BAA_1581",60,40,100
"Salmonella_enterica_subsp_salamae_str_3588_07",67,42,109
"Sarcina_ventriculi_ERR1022374",48,11,59
"Scardovia_wiggsiae_F0424",48,12,60
"Selenomonas_ruminantium_AC2024",51,11,62
"Selenomonas_ruminantium_L14",48,13,61
"Selenomonas_ruminantium_subsp_ruminantium_ATCC_12561",46,15,61
"Sellimonas_intestinalis_BR72",41,11,52
"Serratia_marcescens_LCT_SM213",56,29,85
"Serratia_marcescens_UCI88",49,17,66
"Serratia_marcescens_WW4",54,29,83
"Serratia_marcescens_subsp_marcescens_Db11",51,14,65
"Shigella_dysenteriae_155_74",49,17,66
"Shigella_dysenteriae_1617",49,25,74
"Shigella_dysenteriae_225_75",49,19,68
"Shigella_dysenteriae_CDC_74_1112",50,20,70
"Shigella_dysenteriae_Sd197",49,21,70
"Shigella_flexneri_1485_80",50,15,65
"Shigella_flexneri_2002017",53,21,74
"Shigella_flexneri_2747_71",51,17,68
"Shigella_flexneri_2850_71",49,19,68
"Shigella_flexneri_2930_71",50,17,67
"Shigella_flexneri_2a_str_2457T",52,17,69
"Shigella_flexneri_2a_str_301",48,20,68
"Shigella_flexneri_2a_strain_BS1025",54,23,77
"Shigella_flexneri_4343_70",55,16,71
"Shigella_flexneri_5_str_8401",50,17,67
"Shigella_flexneri_5a_str_M90T",53,18,71
"Shigella_flexneri_6603_63",52,21,73
